player_id,web_name,team_name,now_cost,element_type,33,34,35,36,37,38
65,Werner,Tottenham,6.3,4.0,5.00178657956206,0.0,0.0,0.0,0.0,0.0
76,Schär,Newcastle United,5.4,2.0,4.124930293169533,4.071899834193749,3.740225768292942,0.0,0.0,3.578852368451763
87,Joelinton,Newcastle United,5.8,3.0,0.0,0.0,0.0,0.0,0.0,3.6464279856808446
181,Leno,Fulham,4.8,1.0,3.7979292015538424,3.7733227446787088,4.479627222954044,3.896507191668938,3.891312008443563,4.210934820069409
239,Gross,Brighton,6.6,3.0,5.018319174240235,4.29015249269129,4.417116463626736,4.516517190430234,8.132063496941777,4.513060476510624
343,Højbjerg,Tottenham,5.2,3.0,0.0,0.0,2.2311505225788846,0.0,2.4619501111970616,0.0
447,De Bruyne,Manchester City,10.5,3.0,9.998086164111777,5.956549057949703,5.83650667415809,7.584343862865522,11.029842638278751,8.087431082576671
453,Son,Tottenham,9.9,3.0,3.8613164968441622,0.0,10.335480286139392,4.814098622848899,11.426311165809672,6.589334268751758
468,Wilson,Newcastle United,7.8,4.0,0.0,0.0,0.0,3.615336490812641,0.0,0.0
486,Lallana,Brighton,4.9,3.0,0.0,1.4348442547158948,0.0,0.0,0.0,1.8392096457607654
500,Iwobi,Fulham,5.3,3.0,4.278758466288963,4.49694852156437,4.875644568531968,4.126357473771474,3.849413038094547,4.852583889776039
501,Welbeck,Brighton,5.7,4.0,3.5792853882838496,2.961643059116434,0.0,3.5498941731319094,3.184533174031543,3.9984224128609474
508,Chambers,Aston Villa,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Ogbonna,West Ham,4.3,2.0,0.0,1.5238908170275134,2.388221706690908,2.250070835054572,2.8325224171589287,0.0
531,Antonio,West Ham,5.7,4.0,4.258176649467535,3.5714993578031504,4.474597428524567,4.058546161500205,5.407440055953504,3.3350991053152645
534,Cresswell,West Ham,4.2,2.0,0.0,0.0,0.0,0.0,0.0,2.284850489523107
556,Rashford,Manchester United,8.4,3.0,3.0007114440584384,0.0,0.0,0.0,0.0,0.0
579,Aké,Manchester City,5.1,2.0,0.0,3.896885096207747,4.200197002237857,4.299798128548201,0.0,0.0
585,Coleman,Everton,4.4,2.0,2.2344578203398022,0.0,0.0,0.0,6.737254816195222,3.6839021304839514
592,Barkley,Luton,5.0,3.0,3.096739262510064,4.2564001168607,3.679001995281879,3.8636868033512966,0.0,0.0
603,Clyne,Crystal Palace,4.3,2.0,2.3870323464281786,6.014851107243705,2.9709473808256273,3.248512993289019,3.2553794178966653,3.3184330002988913
618,Sterling,Chelsea,6.9,3.0,0.0,0.0,0.0,0.0,0.0,5.1361341418223345
631,Young,Everton,4.4,2.0,3.0633642462401736,3.8862417604078163,3.431811762336815,3.5142860352115886,4.341799021264847,2.7883361452527664
638,Walker,Manchester City,5.4,2.0,0.0,3.9842429171086873,4.598595973599897,5.027068616291047,8.387996021173425,5.0953076617962445
646,Eriksen,Manchester United,5.8,3.0,0.0,3.3562401073693935,3.239948312897327,2.8620007484081404,0.0,0.0
652,Trippier,Newcastle United,6.8,2.0,0.0,0.0,0.0,0.0,4.0771271323318965,0.0
660,Davies,Tottenham,4.3,2.0,0.0,0.0,3.2004754812378433,0.0,0.0,0.0
668,Gana,Everton,4.8,3.0,0.0,5.236191885244039,2.7877902600800835,3.2665909692522654,3.468326696717205,2.693277509798896
672,J.Ayew,Crystal Palace,5.4,3.0,0.0,3.3447650456352274,3.210717770031122,0.0,0.0,0.0
675,Grealish,Manchester City,7.2,3.0,0.0,0.0,3.5891355994203376,0.0,0.0,0.0
700,Willian,Fulham,5.3,3.0,4.226446304212936,0.0,0.0,3.627848537503607,2.0346423296556275,0.0
706,Fabianski,West Ham,4.2,1.0,4.388867151724341,4.411033674170372,0.0,0.0,0.0,0.0
725,Aina,Nottingham Forest,4.5,2.0,3.9501395334651392,3.2767046610979667,3.217959213683104,4.168745886126428,3.187072181723341,0.0
741,Pickford,Everton,4.6,1.0,4.173202297259559,9.139236637196278,4.807617443239007,5.0859897204391356,5.742630581551087,4.63971044227773
775,Townsend,Luton,5.0,3.0,2.537194884988266,0.0,0.0,0.0,0.0,0.0
807,Evans,Manchester United,4.0,2.0,0.0,0.0,0.0,2.622466888513015,4.871526225922651,0.0
825,Smith,Bournemouth,4.4,2.0,3.403064161497722,4.950309366564804,3.50488508984583,2.7809333434199806,3.2932400166492126,0.0
833,Virgil,Liverpool,6.5,2.0,4.439450645528855,7.034803391253648,3.587461922305219,3.6257483099801218,3.250868076370096,3.9924365292661252
843,Ward-Prowse,West Ham,5.9,3.0,4.132431957480369,4.098114174526493,0.0,0.0,5.18012506770152,3.71703705987672
900,Adama,Fulham,4.9,3.0,0.0,0.0,0.0,0.0,0.0,3.3598281211771
910,Reed,Fulham,4.5,3.0,0.0,0.0,2.9279997634352197,0.0,0.0,2.8745730120267186
922,Andreas,Fulham,5.3,3.0,3.401158227202004,4.5672803958153585,4.928023565284187,4.106406389900399,3.71163509127961,0.0
935,Zouma,West Ham,4.5,2.0,0.0,3.2905191915066645,2.9117000902240537,2.821953796993497,3.758512581320596,2.526214301205564
985,Holgate,Sheffield United,4.0,2.0,2.5818645457156677,3.92536543008387,2.5071521052457086,0.0,0.0,0.0
986,Ings,West Ham,5.6,4.0,6.214363874452771,0.0,0.0,0.0,0.0,0.0
987,Gomez,Liverpool,4.6,2.0,0.0,0.0,0.0,0.0,3.3643637657830245,0.0
998,Toney,Brentford,8.1,4.0,0.0,0.0,4.386700192883772,5.092628126643177,4.308209141983312,4.514202555148079
1018,Cullen,Burnley,5.0,3.0,3.010114446572805,3.1056122630205243,2.846781906013684,2.823783541223909,2.6803109469427895,2.7797424094494723
1228,B.Fernandes,Manchester United,8.2,3.0,4.977030985745334,6.674314190130373,6.620667649363067,0.0,6.399728058260877,4.9342852781836495
1245,Emerson,West Ham,4.4,2.0,3.325164970319382,2.8893071597842894,2.4889067271806513,2.451288092682953,3.49199007368126,2.434359143499198
1250,Salah,Liverpool,13.0,3.0,8.895973884341437,7.6031128121313944,0.0,8.969481677249533,7.818327988444193,9.442057922011392
1257,A.Becker,Liverpool,5.8,1.0,4.851516168142495,8.030137783537363,4.069615205220347,4.160427828324157,3.961954393704211,4.538272354308386
1297,Neto,Bournemouth,4.7,1.0,4.677642693009709,3.9572709759164897,0.0,0.0,0.0,3.6591617676537536
1299,Mario Jr.,Wolverhampton Wanderers,4.9,3.0,3.1545354556824816,3.259581815597171,3.715772394851414,1.7415953698625617,3.352306861620319,2.8367904223959237
1537,Lukić,Fulham,4.3,3.0,2.701773066001525,2.6241550848219855,0.0,2.556691475835493,0.0,0.0
1545,Krafth,Newcastle United,4.4,2.0,3.526337304140542,3.319017409695519,0.0,3.3589122114530334,6.075168142577398,2.7761947398937776
1665,Tarkowski,Everton,4.6,2.0,3.5187288013663527,7.743028126528445,4.091560451603863,4.3148952994265155,5.1617002619217125,3.2218558237183066
1679,Solanke,Bournemouth,7.2,4.0,5.928629266310733,9.895393998788487,4.914128065716589,3.767431892012186,4.777893721192352,0.0
1687,Maguire,Manchester United,4.2,2.0,3.926954001852036,5.3637676721186045,4.942489108140496,0.0,0.0,0.0
1688,Robertson,Liverpool,6.4,2.0,5.966583296642065,8.928738408035144,4.54483580775292,4.525288003762407,0.0,7.072163807946516
1726,A.Doucoure,Everton,5.5,3.0,3.4684430444733056,6.87603044198103,3.419932042607465,3.253010726913484,3.627242192708434,2.7690965858493417
1736,McBurnie,Sheffield United,5.4,4.0,5.19060574312422,5.190695561722616,0.0,0.0,0.0,0.0
1771,Burke,Luton,4.0,2.0,3.007582505878077,2.278888762559929,3.4504468354079636,3.595355975494757,3.452840493592138,0.0
1776,Bowen,West Ham,7.9,3.0,0.0,0.0,3.9239795439105856,4.166739097503149,5.721683708349506,0.0
1789,L.Cook,Bournemouth,5.0,3.0,3.1216018213130514,5.588820824954985,2.869251293670871,2.4470557156321577,2.7115245531295384,2.4950833952738263
1791,Alexander-Arnold,Liverpool,8.5,2.0,0.0,11.905047311375048,5.914820082334627,6.2241363134919485,5.331655007970814,6.117277292115297
1823,Digne,Aston Villa,4.6,2.0,2.4435087843785945,3.846462390437444,3.3954739475352187,3.3470407268597655,3.0451328294517603,3.259462709763146
2182,Lerma,Crystal Palace,4.7,3.0,2.5234086513300062,0.0,0.0,0.0,0.0,0.0
2199,Sarabia,Wolverhampton Wanderers,4.7,3.0,4.095842435370449,4.160771757048128,0.0,0.0,0.0,0.0
2248,Casemiro,Manchester United,5.3,3.0,2.550065767046836,2.9958159414330146,2.8548222433425123,2.5413284778519736,4.964251952298746,2.5200695444025865
2254,Kovačić,Manchester City,4.7,3.0,3.6213485789230067,3.295971475995759,0.0,3.5622630576021925,6.105987174515463,0.0
2310,Areola,West Ham,4.3,1.0,0.0,0.0,4.182109063340917,4.184291335100418,4.835934118169485,4.086852623983155
2328,Thomas,Arsenal,4.8,3.0,0.0,2.5389182599787894,3.130504614212224,2.91941442777668,3.0440072246879684,2.8910756721545585
2383,André Gomes,Everton,4.4,3.0,0.0,2.5521484412384416,0.0,0.0,0.0,0.0
2496,Rodrigo,Manchester City,5.6,3.0,0.0,3.904454505093091,3.829821516704094,4.174308695748103,7.80544100411519,4.2350829450021905
2517,Ødegaard,Arsenal,8.5,3.0,5.318860750214995,10.286226035476746,5.162671191245165,5.491252052542328,5.245358213373468,5.221940550201351
2958,Zinchenko,Arsenal,5.0,2.0,5.57617554950875,0.0,0.0,0.0,0.0,0.0
3203,Diop,Fulham,4.4,2.0,0.0,0.0,3.3053794949065423,2.7856843906920523,2.792300381570741,0.0
3288,T.Silva,Chelsea,5.0,2.0,3.707162774056075,0.0,3.160414015351,3.892692121119751,3.837341750264148,4.036534023335241
3300,Nkunku,Chelsea,7.2,4.0,0.0,0.0,0.0,0.0,1.6458956619529173,0.0
3621,Maupay,Brentford,4.9,4.0,4.550858397946271,0.0,0.0,0.0,0.0,0.0
3635,Bernardo,Manchester City,6.2,3.0,0.0,4.200645360493393,4.17725880870419,4.668619050455927,8.362672917791258,4.974780853218591
4105,Raúl,Fulham,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.5203158152108305
4401,Martinez,Aston Villa,5.3,1.0,3.70262112849417,4.353658565832327,3.00307931179867,0.0,3.768915960070024,0.0
4456,Wood,Nottingham Forest,4.8,4.0,6.924770568150774,5.307600679878775,4.748465050125045,6.7139813667468715,6.240870548874498,5.827551435235718
5050,Lenglet,Aston Villa,4.5,2.0,0.0,0.0,0.0,0.0,0.0,3.017444185124281
5220,Havertz,Arsenal,7.2,3.0,6.951327389218619,12.08374783482844,6.276846931395879,7.519573524887225,6.886277747331892,7.048074803350424
5221,Bailey,Aston Villa,5.7,3.0,0.0,4.293956497707069,4.790207915646876,4.321360411954792,4.027359868275897,0.0
5232,Isak,Newcastle United,7.5,4.0,6.20751932533179,5.671266801092349,7.329964459767459,5.811855001111239,11.724580109248693,5.2709277668754755
5355,Bruun Larsen,Burnley,4.8,3.0,4.65099687417583,4.2867061957934665,4.375036301943018,4.163115389053415,4.173000030407399,2.864700133980861
5543,G.Jesus,Arsenal,7.8,4.0,5.710539646739933,5.1935263513122125,0.0,0.0,0.0,0.0
5552,Pope,Newcastle United,5.3,1.0,0.0,0.0,0.0,0.0,0.0,3.5793352201492934
5553,Rice,Arsenal,5.5,3.0,4.268945079669937,8.104863417894574,3.8557625711118386,4.379150126427204,4.566658802598973,4.614542738044051
5555,Calvert-Lewin,Everton,5.8,4.0,0.0,8.522546715875976,0.0,5.271592616020995,5.449285097635921,3.561306429093008
5560,McTominay,Manchester United,4.6,3.0,0.0,0.0,0.0,0.0,6.778253220697162,3.3471345170930777
5584,Wan-Bissaka,Manchester United,4.4,2.0,2.732201104245726,3.722087256387184,3.3810448256890258,2.7007102447329334,5.059535576481837,2.6135906616666267
5590,Tosin,Fulham,4.3,2.0,3.1366864681838376,2.7773066044302532,0.0,0.0,0.0,0.0
5596,Wilson,Fulham,5.3,3.0,0.0,0.0,0.0,0.0,0.0,4.341864948666818
5609,Bissouma,Tottenham,5.0,3.0,1.2210549120481098,0.0,2.2703968323222776,2.2002090600807747,2.562906295538731,0.0
5613,Gabriel,Arsenal,5.3,2.0,5.959047981336906,11.082258217390738,4.881880760450441,5.164566772421742,4.859740727005058,5.071911129543216
5712,Diego Carlos,Aston Villa,4.4,2.0,2.425592347743618,0.0,0.0,2.837455763225782,2.5726760634535717,3.4298155456044737
5735,Mateta,Crystal Palace,4.9,4.0,3.4279678181649462,10.199696883949462,4.7562270824108515,5.34914890934434,4.781541058220868,5.651632494512326
5786,Wissa,Brentford,5.6,4.0,5.385692865134741,4.738563883209715,3.785287674119083,0.0,0.0,4.459838603276087
5956,Tielemans,Aston Villa,5.6,3.0,2.497325292096253,3.4436996925105667,0.0,0.0,2.7680829566250122,0.0
5973,Tete,Fulham,4.4,2.0,0.0,0.0,0.0,0.0,0.0,4.092271214744131
5989,Niakhaté,Nottingham Forest,4.5,2.0,0.0,4.064127490950593,3.6909058205687737,0.0,3.8209427561513527,0.0
6026,Richarlison,Tottenham,7.0,3.0,0.0,0.0,4.713120286948098,0.0,0.0,0.0
6030,Zanka,Brentford,4.3,2.0,4.685767725428018,0.0,0.0,0.0,0.0,3.9226688540018015
6044,Taylor,Burnley,4.0,2.0,0.0,3.6614689403342284,0.0,0.0,2.565078239454872,3.1149232170745713
6048,Dunk,Brighton,5.2,2.0,4.442145414103851,3.5709441438513116,3.72538134862412,3.8782247467313073,5.917322392272233,0.0
6054,Ederson M.,Manchester City,5.5,1.0,4.80436723335982,4.299059314803655,3.6563235708211614,4.656921084266621,8.122256846829346,0.0
6055,Foden,Manchester City,8.2,3.0,0.0,5.658685676520822,0.0,7.635743665269046,12.46638917014216,7.591488062580185
6063,J.Murphy,Newcastle United,4.8,3.0,3.883428622428618,3.0420877507376636,3.6810365868805723,3.189696015709664,7.453658854833723,3.374150482412906
6104,Hughes,Crystal Palace,4.9,3.0,2.2114410659703303,4.9332026365765405,2.7199358643985434,2.821703247990406,0.0,0.0
6108,Bentancur,Tottenham,5.4,3.0,1.2620206850045566,0.0,1.2502934238103465,2.204559433658562,1.4440129712611827,2.7119894494996344
6122,Douglas Luiz,Aston Villa,5.7,3.0,0.0,0.0,5.088048150523834,4.6986664476414335,4.295590005201396,4.216009849110693
6157,Castagne,Fulham,4.5,2.0,3.298985476918503,2.9490512924119914,3.738451827812991,3.273869115565333,3.234632776248262,0.0
6163,N.Semedo,Wolverhampton Wanderers,4.5,2.0,3.163511681129418,3.0503860918503527,3.7159967343904814,2.559209486885949,3.434018305032382,0.0
6219,Enes Ünal,Bournemouth,5.0,4.0,0.0,0.0,0.0,0.0,0.0,9.039649408401118
6221,Pau,Aston Villa,4.6,2.0,2.473150509672881,3.200317948897126,2.8173848240302326,2.8016451668661166,2.5226769663567707,0.0
6314,Andersen,Crystal Palace,4.7,2.0,2.4678266952895602,7.6157817329282125,3.8461588567257,4.267727601890689,3.9994105755800153,4.02103536119538
6326,Konaté,Liverpool,4.9,2.0,4.192540932961694,3.3576328342120028,0.0,0.0,0.0,0.0
6456,Hudson-Odoi,Nottingham Forest,4.7,3.0,4.6716890212783895,3.9056332581552304,3.5680186594010284,4.389712868640166,4.2939259859039804,4.404647863425645
6490,Akanji,Manchester City,4.9,2.0,4.61466572706624,3.9100322469986764,4.184329253480424,4.51186654364036,8.575695494020641,5.0552365570209705
6532,Dubravka,Newcastle United,4.2,1.0,4.0388614711587705,4.195664038068084,4.972604301907796,4.300739273343092,8.169471057757873,0.0
6552,Mbeumo,Brentford,6.7,3.0,6.8916769867490295,5.806918095221299,4.754924418488407,5.179358970708991,4.278379702446733,5.472778788600966
6556,Diaby,Aston Villa,6.3,3.0,3.1276649699061787,4.722854367988821,4.454585716162128,4.191136924597789,4.159007031847924,4.283540935028274
6615,Chalobah,Chelsea,4.3,2.0,2.7338498004807272,0.0,5.35781591256115,4.589092633846862,7.465815875223645,3.6659142930676425
6665,Jones,Liverpool,4.9,3.0,3.8287956511621504,3.514097492112531,0.0,0.0,0.0,0.0
6674,Aït-Nouri,Wolverhampton Wanderers,4.5,2.0,0.0,4.745968862323176,5.783764010697866,3.348943638115709,4.169034219806741,3.1833911581678116
6681,Barnes,Newcastle United,6.2,3.0,6.939800601520594,4.356244491148937,0.0,0.0,0.0,3.6758080341542794
6686,Zaniolo,Aston Villa,5.4,3.0,2.790573638246646,0.0,0.0,0.0,0.0,0.0
6691,Kulusevski,Tottenham,6.8,3.0,0.0,0.0,7.824780693018441,3.3462482397917306,4.645351620072019,4.570004391226899
6722,Mavropanos,West Ham,4.5,2.0,3.1752275076629117,0.0,0.0,0.0,0.0,2.35351003192383
6756,McNeil,Everton,5.4,3.0,3.7898460494660786,7.853502110465999,4.262576328120176,4.620266632303559,4.432920420589934,2.9578153795944044
6818,Maddison,Tottenham,8.0,3.0,3.528409478293056,0.0,2.984814347072666,0.0,8.333434463018985,4.466722454507383
6827,De Cordova-Reid,Fulham,5.3,3.0,0.0,3.8003272103193853,3.844700700510864,0.0,2.1499940179548727,0.0
6850,Boly,Nottingham Forest,4.5,2.0,0.0,0.0,3.539734549632383,4.674462095911597,3.8358920203839815,4.702103290599703
6852,Doherty,Wolverhampton Wanderers,4.3,2.0,2.98308574271324,2.6498013274361285,3.317341191261111,0.0,3.2193410051336273,0.0
6854,Diogo J.,Liverpool,8.0,3.0,0.0,4.488176852955331,0.0,0.0,0.0,0.0
6857,Gibbs-White,Nottingham Forest,5.7,3.0,5.553452182284695,4.65395301175137,4.492753235169978,5.567376629750016,5.4303826966354105,5.609188517680923
6885,Disasi,Chelsea,4.9,2.0,0.0,2.650759317864485,0.0,0.0,0.0,0.0
6888,Saliba,Arsenal,5.8,2.0,4.830581941965515,9.459092657920529,4.3668350708843064,4.516424730275353,4.303705258387483,4.934402546765627
6903,Sels,Nottingham Forest,4.5,1.0,4.503918330569198,3.8546726311416557,3.8056307759603634,4.635852103665466,3.736057625650091,4.210989684878031
6912,Pedro Porro,Tottenham,5.7,2.0,2.5381459578166616,0.0,7.429672348250479,3.4280303697665606,8.735155531503413,4.437573853835025
6935,N.Aguerd,West Ham,4.4,2.0,3.1514633459551993,0.0,0.0,0.0,0.0,0.0
6962,Olsen,Aston Villa,3.9,1.0,0.0,0.0,0.0,4.168614337447348,0.0,6.084677918735936
6963,Kluivert,Bournemouth,4.6,3.0,4.558697803347761,7.623916801330125,4.739965759768396,3.1562114990807335,4.0654432749315506,3.360346551969469
7047,Flekken,Brentford,4.5,1.0,5.359095315272404,4.502020407731922,4.352636456425111,4.6796661543111515,4.4237580557801515,4.428845669459541
7078,Longstaff,Newcastle United,4.8,3.0,3.6265960123108623,3.141550408970737,3.8987652515710494,3.1564072155989393,6.852212179917862,3.7473575300548005
7080,Cunha,Wolverhampton Wanderers,5.5,4.0,4.532905035519715,0.0,7.0929682465624015,4.215587442368099,5.179909126601812,4.213915628970272
7083,Nørgaard,Brentford,5.3,3.0,0.0,0.0,2.9234765636058606,3.256083034488165,2.7079894326089895,3.117920615758063
7134,Cucurella,Chelsea,4.8,2.0,3.333592018152868,2.627107407832797,6.720259859798366,4.303500273180799,6.934749299392324,3.703846410363986
7166,Jensen,Brentford,5.4,3.0,3.408292147645289,3.0179406903706676,2.725992803066153,0.0,0.0,2.8858455491357335
7184,Ream,Fulham,4.5,2.0,0.0,0.0,0.0,0.0,0.0,2.973265352282294
7187,Reguilón,Brentford,4.4,2.0,6.844759830678452,5.714003154912304,4.901274530532915,5.702756305714661,4.942809454002037,4.809313109655583
7198,Skipp,Tottenham,4.5,3.0,0.0,0.0,0.0,0.0,2.966213881877029,0.0
7218,Romero,Tottenham,5.0,2.0,3.225539111133873,0.0,7.266077051434564,3.632785562753332,9.279831339923533,4.966447147370162
7235,Steele,Brighton,4.2,1.0,0.0,3.8576966645258626,0.0,0.0,0.0,4.337083642171732
7240,B.Badiashile,Chelsea,4.4,2.0,0.0,2.695563606166615,8.71971078204314,4.8591694196618525,7.020103292484771,3.8876144760751066
7281,Dalot,Manchester United,5.2,2.0,3.1185456410175276,4.2890317100755695,3.9683578081865836,3.051287603891126,5.699944533859643,2.8584884305699365
7298,White,Arsenal,5.7,2.0,5.007060752256648,10.125536285073885,5.197255043373012,5.471245911903831,5.17464092929476,5.415106093550691
7322,Saka,Arsenal,9.2,3.0,7.526089631681828,13.498790144067847,6.292606570850426,7.1978382254078905,6.908414436960321,0.0
7332,Kilman,Wolverhampton Wanderers,4.5,2.0,3.346572600198215,6.453930468115989,3.9177865205442366,2.552714216482078,3.377254028027161,2.4108822404216967
7365,L.Paquetá,West Ham,6.0,3.0,3.9126932356315427,3.465658277179099,3.3221781233690963,3.0780643228416404,4.176028772746363,2.7839344477667756
7382,Burn,Newcastle United,4.4,2.0,3.676372011157079,3.5873643369940673,4.699981015547071,3.6703307021466327,7.032854282970206,3.2153449463123294
7430,E.Royal,Tottenham,4.4,2.0,0.0,0.0,3.030303953734955,2.6175570841556874,0.0,0.0
7438,Garner,Everton,4.9,3.0,1.5147243628205684,2.926023519000953,2.888905444143856,2.7805632864014527,3.2889113093366356,2.4198101488182466
7439,Chong,Luton,4.7,3.0,3.039984921161749,3.349152280963505,3.3061595672749404,3.2472989597420057,3.1311841379041896,3.08644742305094
7498,Foster,Burnley,4.7,4.0,3.3572774222804806,3.161585193892006,3.2939956325777504,3.635272344177063,3.4818061346526337,3.453938339088446
